,Dataline,PlayerLinenumber,Play,ActSceneLine,PlayerLine
100870,100871,8.0,32,6846,66911
46143,46144,5.0,16,15933,40200
32243,32244,104.0,7,15446,51020
53620,53621,6.0,18,5964,96296
110756,110757,3.0,2,12985,74976
4351,4352,8.0,11,5327,5675
13727,13728,61.0,3,4337,53441
8784,8785,6.0,12,12198,19751
59322,59323,72.0,19,3770,5583
59284,59285,62.0,19,3728,13868
4381,4382,11.0,11,5360,43978
33155,33156,23.0,8,2226,61367
38038,38039,13.0,10,7925,22546
42375,42376,109.0,14,7203,67047
50543,50544,39.0,17,4683,98041
68065,68066,2.0,1,7002,60742
65199,65200,73.0,21,3783,52385
94015,94016,76.0,30,441,49276
52679,52680,80.0,17,14715,3214
27355,27356,43.0,6,11870,54325
15088,15089,121.0,3,10578,100522
97435,97436,55.0,31,4412,56578
108602,108603,31.0,2,3637,25728
56923,56924,26.0,35,5960,76806
51198,51199,2.0,17,8578,95884
4770,4771,31.0,11,7284,10044
68679,68680,31.0,1,8972,59918
36490,36491,84.0,8,13715,89125
1474,1475,170.0,9,5055,97367
23024,23025,61.0,0,3738,38140
66885,66886,32.0,21,15151,59206
39701,39702,6.0,10,13698,27451
13521,13522,12.0,3,3920,92248
39595,39596,2.0,10,12919,102695
12935,12936,11.0,3,1195,73456
41625,41626,29.0,14,4796,83674
17272,17273,120.0,5,7006,12487
39364,39365,44.0,10,12531,27377
76832,76833,21.0,24,5324,18267
103218,103219,10.0,33,2300,44940
63593,63594,76.0,20,9143,24352
59615,59616,3.0,19,6064,25146
49820,49821,75.0,17,1986,21333
86761,86762,3.0,27,5388,83036
79752,79753,4.0,25,4737,3057
35927,35928,11.0,8,13096,94813
73216,73217,26.0,23,4620,34971
42667,42668,11.0,14,10307,10879
92160,92161,43.0,29,3555,92316
88843,88844,23.0,28,279,50454
19547,19548,1.0,4,4258,68723
76562,76563,17.0,24,4020,86944
68060,68061,2.0,1,6946,29342
109031,109032,47.0,2,4359,5131
8984,8985,9.0,12,12768,97794
50210,50211,11.0,17,3665,80084
87052,87053,4.0,27,7068,3134
109811,109812,5.0,2,11202,79758
7380,7381,8.0,12,5093,49827
34206,34207,14.0,8,6292,52564
5750,5751,11.0,11,14865,86225
52108,52109,88.0,17,12360,77684
71196,71197,69.0,22,9104,43436
56293,56294,5.0,35,2802,83665
105740,105741,30.0,34,1172,77874
99481,99482,75.0,32,900,97511
48213,48214,15.0,15,10162,61207
15740,15741,114.0,3,14821,54943
62095,62096,46.0,20,3707,95385
37859,37860,10.0,10,7135,94190
534,535,25.0,9,1574,21979
9734,9735,98.0,13,442,6907
6054,6055,37.0,11,14964,74032
41666,41667,1.0,14,6341,22819
65688,65689,45.0,21,7297,94480
88538,88539,56.0,27,14699,17336
39270,39271,13.0,10,12640,56976
19440,19441,58.0,4,3740,24299
84435,84436,83.0,26,11123,30355
15570,15571,48.0,3,14641,29333
93984,93985,64.0,30,407,47042
78419,78420,4.0,25,369,3154
98834,98835,16.0,31,14342,79176
21052,21053,66.0,4,6661,21460
93457,93458,9.0,29,13385,67712
105303,105304,65.0,33,13000,84132
15180,15181,22.0,3,12101,103212
83648,83649,20.0,26,8877,11153
18051,18052,34.0,5,10393,19903
13254,13255,1.0,3,3033,23272
65978,65979,23.0,21,8407,15317
63223,63224,1.0,20,8394,103521
82475,82476,4.0,26,3056,61988
32707,32708,12.0,8,1427,72150
15600,15601,56.0,3,14673,11229
111168,111169,24.0,2,13582,8283
26907,26908,40.0,6,7823,14431
18705,18706,41.0,4,1414,95317
87808,87809,6.0,27,9874,13548
23916,23917,46.0,0,10917,2546
88587,88588,65.0,27,14754,1482
51890,51891,20.0,17,12440,73146
29189,29190,29.0,7,2537,75159
52708,52709,90.0,17,14744,38827
109107,109108,3.0,2,5953,42405
92079,92080,129.0,29,1392,45757
4308,4309,1.0,11,5214,88121
43870,43871,13.0,16,3628,83867
106502,106503,1.0,34,5399,6103
104415,104416,2.0,33,7814,14868
110683,110684,228.0,2,11777,91741
71926,71927,29.0,22,15076,11003
97342,97343,30.0,31,4315,88175
70287,70288,59.0,22,4331,30839
26992,26993,1.0,6,9385,58942
40135,40136,6.0,14,535,50291
43733,43734,54.0,16,475,44506
3438,3439,8.0,11,1183,53036
48345,48346,39.0,15,10349,6202
26753,26754,32.0,6,6785,71369
19072,19073,10.0,4,2214,12885
88261,88262,3.0,27,14613,80041
32691,32692,5.0,8,1383,4975
108920,108921,22.0,2,4628,30379
85636,85637,25.0,27,1435,50451
32453,32454,15.0,8,413,26355
29262,29263,41.0,7,2617,29284
85087,85088,59.0,26,14684,35627
18005,18006,24.0,5,10342,19038
63888,63889,23.0,20,13439,46966
14275,14276,1.0,3,8316,99546
23629,23630,5.0,0,9852,9577
42067,42068,57.0,14,6865,10391
32630,32631,60.0,8,423,82645
2172,2173,67.0,9,7020,94162
34779,34780,141.0,8,7072,87649
94684,94685,76.0,30,3763,90552
18117,18118,17.0,5,13063,329
13224,13225,58.0,3,1609,27668
8099,8100,53.0,12,6916,57841
9417,9418,14.0,12,13798,82497
101750,101751,39.0,32,10932,79162
52181,52182,11.0,17,12610,14023
91774,91775,60.0,29,1070,14674
102104,102105,107.0,32,12062,73107
87540,87541,42.0,27,8251,87318
111178,111179,27.0,2,13593,98876
69163,69164,89.0,1,13136,91974
28784,28785,11.0,7,1756,13063
17472,17473,10.0,5,7859,29059
93281,93282,33.0,29,9029,14167
20562,20563,21.0,4,8834,53342
104160,104161,5.0,33,5931,100303
46276,46277,9.0,15,413,80481
8992,8993,10.0,12,12776,58098
97389,97390,42.0,31,4363,61460
109241,109242,13.0,2,6775,35622
85469,85470,68.0,27,389,50059
101881,101882,42.0,32,12141,56347
102806,102807,3.0,32,16111,33076
64138,64139,84.0,20,13132,61851
43564,43565,22.0,16,791,68643
6861,6862,17.0,12,2173,11175
50058,50059,7.0,17,3056,49984
83654,83655,22.0,26,8635,10846
9553,9554,10.0,13,524,12891
1289,1290,114.0,9,4854,50971
17934,17935,8.0,5,10625,61581
14013,14014,35.0,3,5356,32906
66269,66270,50.0,21,9867,95006
46998,46999,35.0,15,3066,75310
45760,45761,12.0,16,13455,1272
28985,28986,5.0,7,2289,75026
36544,36545,114.0,8,13771,19567
95946,95947,144.0,30,10746,45961
39499,39500,32.0,10,12805,27454
54728,54729,39.0,18,12925,102609
104214,104215,27.0,33,6311,63373
27177,27178,18.0,6,10758,101799
94662,94663,70.0,30,3739,77503
75235,75236,40.0,23,13453,32293
83846,83847,13.0,26,9201,19651
42849,42850,13.0,14,13363,59316
69854,69855,74.0,22,3090,19633
82065,82066,78.0,26,1635,89878
88101,88102,46.0,27,11886,86932
93757,93758,76.0,29,13175,59310
49848,49849,80.0,17,2018,84180
53841,53842,77.0,18,6069,2532
92751,92752,13.0,29,6322,37375
41605,41606,26.0,14,4774,44941
53619,53620,6.0,18,5953,101031
79978,79979,22.0,25,6831,40508
74344,74345,70.0,23,7886,69806
107688,107689,33.0,34,13998,77747
101344,101345,48.0,32,7482,67259
26158,26159,81.0,6,4432,53212
1897,1898,3.0,9,7255,74857
31929,31930,20.0,7,15686,20027
48246,48247,4.0,15,10348,75572
97711,97712,20.0,31,5967,55247
9716,9717,90.0,13,422,39643
18118,18119,17.0,5,13074,103348
45005,45006,27.0,16,7861,55009
57354,57355,6.0,35,8979,40126
17385,17386,11.0,5,7448,49472
87418,87419,4.0,27,8361,19555
26381,26382,62.0,6,6031,74781
20565,20566,21.0,4,8837,26337
1512,1513,185.0,9,5095,8302
82454,82455,96.0,26,2072,24000
17754,17755,37.0,5,9400,91241
19197,19198,5.0,4,3078,57503
87809,87810,7.0,27,9885,79443
76652,76653,23.0,24,4613,7763
18876,18877,8.0,4,1512,16299
51409,51410,37.0,17,8859,31430
68621,68622,18.0,1,9386,15980
22043,22044,20.0,4,14297,6053
26366,26367,62.0,6,6014,49442
16911,16912,37.0,5,5643,46369
88971,88972,15.0,28,797,26076
6701,6702,36.0,12,1480,56831
66352,66353,86.0,21,9953,99511
46030,46031,11.0,16,15058,82251
31035,31036,65.0,7,9984,12834
51626,51627,12.0,17,10301,59991
41430,41431,9.0,14,4970,7782
48002,48003,64.0,15,6884,56908
74066,74067,133.0,23,7649,64144
58120,58121,1.0,35,14899,20269
65779,65780,81.0,21,7387,102521
75245,75246,48.0,23,13464,43686
71082,71083,54.0,22,8977,25324
36899,36900,8.0,10,1432,73618
68988,68989,28.0,1,12957,68448
9899,9900,2.0,13,1678,19011
85303,85304,5.0,27,768,36103
56650,56651,31.0,35,4264,67918
65639,65640,25.0,21,7777,101699
111223,111224,3.0,2,14569,65151
19588,19589,13.0,4,4580,6450
64282,64283,55.0,21,339,91367
73344,73345,67.0,23,4359,66728
15271,15272,12.0,3,13130,72676
68551,68552,1.0,1,9167,83787
95756,95757,72.0,30,10542,67418
4943,4944,4.0,11,7914,33837
108909,108910,18.0,2,4616,25931
42948,42949,38.0,14,12955,35999
101011,101012,47.0,32,6818,74331
87839,87840,18.0,27,10196,4658
33345,33346,59.0,8,2317,30855
66600,66601,45.0,21,11861,103385
61739,61740,17.0,20,1823,38256
33967,33968,143.0,8,4010,101907
36086,36087,76.0,8,12997,43301
86954,86955,53.0,27,5984,69644
55091,55092,149.0,18,13774,70632
10001,10002,5.0,13,2171,15574
66856,66857,24.0,21,15121,73379
77095,77096,14.0,24,7202,89822
89220,89221,18.0,28,1339,4292
9732,9733,96.0,13,440,71406
106506,106507,1.0,34,5441,87137
102200,102201,20.0,32,13447,102593
15996,15997,29.0,5,1433,102962
17695,17696,10.0,5,9123,90928
100991,100992,37.0,32,6796,24995
49738,49739,54.0,17,1901,42809
62291,62292,5.0,20,5388,82457
59742,59743,44.0,19,5983,48011
57564,57565,8.0,35,10096,32955
81846,81847,22.0,26,1819,84002
57695,57696,11.0,35,10870,41669
95810,95811,94.0,30,10600,13825
100896,100897,11.0,32,7102,30631
1440,1441,163.0,9,5021,92883
94319,94320,49.0,30,943,42412
78162,78163,68.0,24,13040,30586
27299,27300,42.0,6,12129,27463
40035,40036,79.0,10,13826,63889
19424,19425,53.0,4,3723,75058
91343,91344,86.0,28,13596,23479
38388,38389,26.0,10,8835,33478
73706,73707,31.0,23,7790,85657
66115,66116,30.0,21,9334,8810
43338,43339,11.0,14,15059,102972
69961,69962,102.0,22,3202,97058
84873,84874,25.0,26,14860,73640
76187,76188,2.0,24,2167,65113
92486,92487,1.0,29,4225,54989
105906,105907,12.0,34,1827,75477
89442,89443,83.0,28,1054,8176
107041,107042,11.0,34,6924,4680
19814,19815,7.0,4,5462,24980
55952,55953,27.0,35,1851,61321
31277,31278,120.0,7,10242,23556
24056,24057,15.0,0,13274,43457
29794,29795,39.0,7,4690,41544
33202,33203,15.0,8,2459,45460
34358,34359,44.0,8,6032,61110
71115,71116,60.0,22,9014,23977
108412,108413,94.0,2,1249,83439
36967,36968,17.0,10,913,16162
64326,64327,79.0,21,387,4875
66003,66004,36.0,21,8434,18249
3406,3407,2.0,11,1445,70620
22505,22506,5.0,0,799,67982
11570,11571,27.0,13,9387,7131
25262,25263,4.0,6,2909,68507
29675,29676,5.0,7,4771,39919
98482,98483,2.0,31,11158,7842
100623,100624,63.0,32,4368,90411
3808,3809,4.0,11,2311,30110
93423,93424,4.0,29,13019,63932
57178,57179,38.0,35,7838,13164
98338,98339,1.0,31,10381,35493
82035,82036,63.0,26,1602,72400
65297,65298,16.0,21,4414,95144
8804,8805,8.0,12,12534,102224
94719,94720,81.0,30,3799,77923
23396,23397,37.0,0,6793,45118
92554,92555,6.0,29,4224,68184
22940,22941,40.0,0,3647,96242
81591,81592,14.0,26,1430,78066
53816,53817,77.0,18,6044,43653
90652,90653,11.0,28,10536,54197
103838,103839,13.0,33,4926,46063
71543,71544,59.0,22,12976,93293
12072,12073,10.0,13,12737,61832
73455,73456,85.0,23,4478,99141
97949,97950,6.0,31,7224,80091
68334,68335,69.0,1,6973,89474
97398,97399,45.0,31,4373,11922
97291,97292,15.0,31,4262,87624
104023,104024,45.0,33,5351,91246
11462,11463,66.0,13,7447,58054
103578,103579,4.0,33,3654,58619
72714,72715,78.0,23,1763,95038
89879,89880,136.0,28,3374,14011
12287,12288,5.0,13,13920,83502
72043,72044,8.0,23,669,52227
109398,109399,42.0,2,6942,77489
98029,98030,12.0,31,9290,44429
89629,89630,45.0,28,3102,9607
69519,69520,94.0,22,455,35947
68167,68168,26.0,1,6789,40205
10899,10900,3.0,13,6341,10686
37779,37780,1.0,10,6263,12282
6135,6136,10.0,11,15653,9127
106242,106243,29.0,34,4871,1413
104411,104412,2.0,33,7736,46098
70390,70391,2.0,22,5975,37789
19832,19833,15.0,4,5482,67760
54882,54883,42.0,18,13555,87003
73925,73926,93.0,23,7499,12766
74407,74408,87.0,23,7952,42815
94881,94882,22.0,30,7257,47143
9582,9583,19.0,13,776,9201
109360,109361,38.0,2,6900,62436
19535,19536,86.0,4,3845,14564
60596,60597,33.0,19,10911,17888
34699,34700,108.0,8,6988,48230
18354,18355,13.0,5,15022,42365
30784,30785,1.0,7,9374,91019
46702,46703,4.0,15,1634,10296
93627,93628,38.0,29,13037,40789
74331,74332,67.0,23,7872,11627
20907,20908,29.0,4,6742,68479
53427,53428,23.0,18,3035,50048
54037,54038,8.0,18,9985,77013
16664,16665,12.0,5,5308,7707
110611,110612,202.0,2,11698,75966
59069,59070,101.0,19,3193,19226
90379,90380,47.0,28,8952,97971
98981,98982,4.0,31,14536,7775
26184,26185,86.0,6,4460,78882
23710,23711,1.0,0,10348,61771
36940,36941,11.0,10,883,88565
55721,55722,398.0,18,14450,20443
70453,70454,14.0,22,6324,61768
7353,7354,6.0,12,4793,7331
28166,28167,25.0,6,14628,70478
65070,65071,34.0,21,3647,17553
26654,26655,6.0,6,6946,22497
99775,99776,5.0,32,1489,63303
63341,63342,7.0,20,9156,63769
108946,108947,31.0,2,4266,67974
97471,97472,67.0,31,4448,61862
34290,34291,31.0,8,5959,101752
92647,92648,40.0,29,3712,2006
9936,9937,13.0,13,1767,35313
64176,64177,4.0,21,814,92328
107079,107080,22.0,34,7252,10693
73168,73169,13.0,23,4469,95018
92432,92433,145.0,29,3285,21933
87591,87592,57.0,27,8307,61547
13656,13657,46.0,3,4647,97674
93700,93701,54.0,29,13115,57838
110466,110467,163.0,2,11549,47254
95068,95069,38.0,30,7834,44398
29772,29773,33.0,7,4668,43138
93393,93394,73.0,29,9146,62604
27865,27866,11.0,6,13765,23060
60343,60344,27.0,19,10310,49494
44655,44656,50.0,16,6094,55629
89896,89897,138.0,28,3391,21323
64260,64261,42.0,21,816,29100
108968,108969,33.0,2,4290,68541
48883,48884,32.0,15,14530,42924
22787,22788,28.0,0,3612,60327
46058,46059,2.0,16,15687,82426
32895,32896,78.0,8,1038,38589
90717,90718,31.0,28,10901,6564
17348,17349,138.0,5,7089,95270
60732,60733,1.0,19,11843,16814
10230,10231,12.0,13,3622,49645
65078,65079,35.0,21,3656,86277
25638,25639,81.0,6,3190,87024
98440,98441,27.0,31,10352,36555
18986,18987,40.0,4,1484,4451
25781,25782,18.0,6,4243,103640
15605,15606,57.0,3,14678,35217
79168,79169,9.0,25,3624,84754
34007,34008,145.0,8,4054,76026
58594,58595,67.0,19,891,49494
53274,53275,79.0,18,938,23010
47389,47390,1.0,15,4292,55012
24388,24389,107.0,0,13204,16025
30726,30727,20.0,7,8623,27656
45708,45709,4.0,16,13041,6993
9830,9831,12.0,13,939,37166
27217,27218,1.0,6,11842,86280
13468,13469,62.0,3,3153,22897
54128,54129,34.0,18,9866,72678
108710,108711,51.0,2,3148,56245
50579,50580,48.0,17,4718,57431
41567,41568,26.0,14,4731,67853
83768,83769,35.0,26,8761,83628
88686,88687,25.0,28,121,59110
45946,45947,15.0,16,13622,3947
63538,63539,53.0,20,9083,74171
99042,99043,28.0,31,14862,18780
49436,49437,14.0,17,1405,101811
77663,77664,14.0,24,10894,22393
43646,43647,37.0,16,382,32598
73664,73665,7.0,23,7492,86322
7290,7291,16.0,12,4611,23589
73063,73064,79.0,23,3232,101933
76490,76491,50.0,24,3083,85314
93480,93481,9.0,29,13457,47848
110311,110312,132.0,2,11378,16672
849,850,42.0,9,4253,90085
106530,106531,1.0,34,5468,17568
1063,1064,30.0,9,5149,51150
1243,1244,100.0,9,4806,78853
14882,14883,41.0,3,10354,103112
31093,31094,78.0,7,10045,85346
84603,84604,138.0,26,11308,60667
72349,72350,9.0,23,1556,60396
98049,98050,18.0,31,9375,77299
67147,67148,30.0,1,376,61931
84123,84124,10.0,26,10758,27254
103739,103740,57.0,33,4284,92450
25579,25580,66.0,6,3125,51494
12234,12235,44.0,13,12918,3245
9040,9041,8.0,12,12845,10559
104281,104282,56.0,33,5960,38745
105930,105931,20.0,34,1853,55684
15043,15044,105.0,3,10531,95915
61865,61866,42.0,20,1537,87928
86227,86228,20.0,27,4252,21761
90471,90472,66.0,28,9038,64031
2490,2491,15.0,9,10525,90244
16753,16754,9.0,5,5677,72322
30589,30590,45.0,7,8260,34570
35831,35832,31.0,8,12532,46249
60271,60272,3.0,19,9874,103002
36248,36249,5.0,8,13654,51543
17904,17905,3.0,5,10869,46865
11524,11525,12.0,13,9112,62267
42480,42481,12.0,14,9377,99242
96175,96176,42.0,30,12923,48002
38465,38466,71.0,10,8670,101164
70942,70943,27.0,22,8408,92318
37016,37017,21.0,10,967,54622
78952,78953,45.0,25,1625,25909
95166,95167,9.0,30,8417,79127
59608,59609,3.0,19,5986,11258
69537,69538,99.0,22,475,94725
76157,76158,4.0,24,1534,29726
99771,99772,5.0,32,1485,6660
35789,35790,25.0,8,12486,5825
93215,93216,22.0,29,8962,73942
68769,68770,50.0,1,9069,95301
14589,14590,7.0,3,9012,100017
60567,60568,28.0,19,10881,42298
98126,98127,1.0,31,9851,20695
6366,6367,25.0,12,405,38044
95059,95060,34.0,30,8203,43733
313,314,62.0,9,969,60545
33994,33995,145.0,8,4039,56073
43355,43356,12.0,14,15078,34503
17575,17576,5.0,5,8410,62618
30918,30919,35.0,7,9860,84201
13169,13170,46.0,3,1548,27141
91233,91234,31.0,28,13953,28438
56701,56702,46.0,35,4317,42974
19258,19259,2.0,4,4247,37275
105721,105722,12.0,34,961,58795
86101,86102,5.0,27,3111,29108
76636,76637,18.0,24,4596,84031
59243,59244,47.0,19,3683,90393
4203,4204,21.0,11,5142,50769
69886,69887,86.0,22,3121,3304
96988,96989,110.0,31,760,42704
66984,66985,72.0,21,15256,79626
64009,64010,53.0,20,12988,50836
44985,44986,22.0,16,7839,77978
104955,104956,3.0,33,9863,42252
8581,8582,56.0,12,10335,82709
33034,33035,23.0,8,1477,86439
9754,9755,110.0,13,461,28195
1533,1534,196.0,9,5116,42178
40977,40978,29.0,14,3038,58137
6395,6396,28.0,12,434,28545
70541,70542,17.0,22,7068,38510
98030,98031,13.0,31,9301,27409
9379,9380,1.0,12,13653,6382
71937,71938,34.0,22,15088,60553
98162,98163,8.0,31,10096,16497
77712,77713,2.0,24,12386,23474
1226,1227,95.0,9,4787,100149
43208,43209,42.0,14,14554,6256
94511,94512,16.0,30,4031,31822
36377,36378,50.0,8,13595,65495
71447,71448,18.0,22,13449,79671
55598,55599,371.0,18,14314,25276
78618,78619,1.0,25,861,3333
97037,97038,3.0,31,3311,8732
65439,65440,31.0,21,6318,101150
84532,84533,119.0,26,11231,73144
98327,98328,1.0,31,10558,44095
61682,61683,61.0,20,560,95256
10999,11000,1.0,13,7090,30347
